ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Family_Size,Total_Spending,Activity_Ratio,Segment
6097,1959,Undergraduate,Single,50664.0,1,1,2013-01-16,64,313,8,104,6,4,126,9,8,1,6,9,0,0,0,0,0,0,3,11,0,66,3,561,0.8888887901234679,0
7019,1963,Undergraduate,Partner,54414.0,1,1,2013-01-23,49,109,18,16,24,26,18,4,3,1,5,4,0,0,0,0,0,0,3,11,0,62,3,211,0.7499998125000469,0
7408,1952,Postgraduate,Partner,54549.0,0,1,2014-03-03,8,216,2,6,0,0,9,2,5,1,4,7,0,0,0,0,0,0,3,11,0,73,2,233,0.7142856122449125,1
8041,1971,Postgraduate,Single,47111.0,0,1,2012-08-09,35,595,71,153,120,112,41,6,3,2,10,9,0,0,0,0,0,0,3,11,0,54,2,1092,0.33333329629630043,1
252,1963,Postgraduate,Single,41003.0,0,0,2013-03-17,11,123,133,142,71,44,88,1,6,2,8,6,0,0,0,0,0,0,3,11,0,62,1,601,0.9999998333333611,1
9986,1982,Undergraduate,Partner,19444.0,1,0,2014-02-22,8,16,0,23,3,2,10,3,4,1,2,7,0,0,0,0,0,0,3,11,1,43,2,54,0.57142848979593,1
3276,1976,Undergraduate,Partner,36301.0,1,0,2013-10-25,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,3,11,0,49,2,78,0.4285713673469475,0
3859,1947,Postgraduate,Partner,73059.0,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,78,2,1095,2.2499994375001404,2
3570,1969,Postgraduate,Partner,42731.0,1,0,2013-10-21,64,159,2,51,6,2,24,3,4,1,5,5,0,0,0,0,0,0,3,11,0,56,2,244,0.799999840000032,0
3783,1959,Postgraduate,Partner,52854.0,1,1,2014-03-24,43,105,0,10,0,1,0,2,2,1,4,5,0,0,0,0,0,0,3,11,0,66,3,116,0.399999920000016,1
10207,1978,Undergraduate,Partner,22775.0,1,0,2013-06-19,40,5,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,47,2,15,0.12499998437500197,1
10906,1948,Postgraduate,Partner,46681.0,0,2,2013-08-10,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,3,11,0,77,3,425,0.799999840000032,0
3427,1955,Postgraduate,Partner,59821.0,0,1,2013-12-04,11,629,0,70,0,0,35,6,11,2,7,8,0,0,0,0,0,0,3,11,0,70,2,734,1.3749998281250215,1
5209,1954,Undergraduate,Single,50002.0,0,1,2013-06-17,21,443,5,71,21,16,82,2,8,2,7,7,0,0,0,0,0,0,3,11,0,71,2,638,1.14285697959186,1
10711,1945,Undergraduate,Partner,69755.0,0,0,2013-02-10,23,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,0,3,11,0,80,1,894,2.9999970000030003,2
10785,1969,Undergraduate,Partner,44078.0,1,1,2014-06-19,17,24,1,10,2,0,4,2,2,0,3,5,0,0,0,0,0,0,3,11,0,56,3,41,0.399999920000016,1
2814,1976,Postgraduate,Partner,30560.0,1,0,2013-06-27,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,3,11,0,49,2,31,0.1428571224489825,1
6866,1969,Postgraduate,Partner,35924.0,1,1,2014-03-23,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,3,11,0,56,3,34,0.199999960000008,0
1665,1964,Postgraduate,Single,64140.0,0,2,2013-09-23,71,1459,0,61,0,15,215,5,2,5,6,5,1,0,1,0,1,0,3,11,1,61,3,1750,0.399999920000016,2
6575,1981,Undergraduate,Partner,56386.0,1,1,2012-10-27,51,230,48,214,13,32,75,8,9,1,7,9,0,0,0,0,0,0,3,11,0,44,3,612,0.9999998888889013,0
3829,1979,Basic,Partner,24594.0,1,0,2013-10-12,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,3,11,0,46,2,29,0.199999960000008,0
3091,1981,Undergraduate,Partner,75774.0,1,0,2014-02-05,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,3,11,0,44,2,823,1.7499995625001092,2
10141,1960,Postgraduate,Single,39228.0,0,0,2013-10-05,1,7,1,6,0,3,3,1,0,0,3,4,0,0,0,0,0,0,3,11,0,65,1,20,0.0,1
5177,1974,Postgraduate,Partner,58494.0,0,1,2013-12-12,56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0,3,11,0,51,2,396,0.9999998333333611,0
7005,1981,Undergraduate,Single,58684.0,0,0,2014-06-16,71,479,35,179,28,7,85,1,5,3,12,2,0,1,0,0,0,0,3,11,0,44,1,813,2.499998750000625,2
6409,1967,Undergraduate,Single,57136.0,0,0,2013-05-18,18,267,140,599,34,12,127,1,7,5,7,6,0,0,0,0,0,0,3,11,1,58,1,1179,1.1666664722222546,2
7485,1950,Postgraduate,Single,56551.0,1,1,2014-07-05,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,3,11,0,75,3,138,0.49999987500003124,0
8079,1982,Undergraduate,Partner,22448.0,1,0,2014-02-26,86,3,1,8,23,2,18,3,2,1,3,3,0,0,0,0,0,0,3,11,0,43,2,55,0.6666664444445185,0
8395,1961,Undergraduate,Single,82014.0,0,0,2012-08-20,48,980,37,265,35,163,31,1,3,6,12,6,0,0,0,0,0,0,3,11,1,64,1,1511,0.49999991666668053,2
10352,1963,Undergraduate,Single,34213.0,1,1,2012-07-09,2,50,4,28,6,3,26,3,3,1,2,9,0,0,0,0,0,0,3,11,1,62,3,117,0.33333329629630043,1
13,1947,Postgraduate,Single,25358.0,0,1,2013-07-22,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,0,3,11,0,78,2,32,0.16666663888889352,0
1834,1978,Postgraduate,Single,35544.0,1,0,2014-08-03,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,0,3,11,0,47,2,67,0.285714244897965,0
2285,1954,Postgraduate,Partner,36634.0,0,1,2013-05-28,0,213,9,76,4,3,30,3,5,2,5,7,0,0,0,0,0,0,3,11,0,71,2,335,0.7142856122449125,1
2295,1954,Postgraduate,Partner,62670.0,0,1,2014-02-02,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,3,11,0,71,2,825,1.6666661111112961,2
1378,1972,Undergraduate,Partner,50334.0,0,1,2013-07-24,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,3,11,0,53,2,694,1.1666664722222546,1
2781,1981,Undergraduate,Single,72066.0,0,0,2014-06-23,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,0,3,11,1,44,1,1792,1.9999990000005,2
1165,1958,Postgraduate,Single,50729.0,1,1,2013-02-05,62,239,13,143,45,4,52,9,6,2,7,6,0,0,0,0,0,0,3,11,0,67,3,496,0.9999998333333611,0
1404,1968,Undergraduate,Partner,34916.0,2,0,2013-05-15,89,51,23,82,33,0,42,4,5,1,3,9,0,0,0,0,0,0,3,11,0,57,3,231,0.5555554938271674,0
6457,1976,Undergraduate,Single,64892.0,0,1,2014-05-29,77,527,24,230,32,24,65,2,6,4,12,4,0,0,0,0,0,0,3,11,0,49,2,902,1.4999996250000938,2
2639,1966,Undergraduate,Single,43602.0,1,1,2014-10-01,45,19,5,12,10,3,19,3,3,1,2,6,0,0,0,0,0,0,3,11,0,59,3,68,0.49999991666668053,0
8299,1989,Postgraduate,Single,33996.0,0,0,2013-11-09,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,3,11,0,36,1,71,0.24999993750001562,1
6437,1985,Undergraduate,Single,41473.0,1,0,2013-06-19,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,3,11,0,40,2,76,0.285714244897965,0
6912,1967,Postgraduate,Partner,63246.0,0,2,2013-08-20,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,3,11,0,58,3,772,1.4999996250000938,0
7327,1959,Postgraduate,Partner,36732.0,1,1,2013-12-29,71,21,5,3,10,1,7,3,1,1,4,2,0,0,0,0,0,0,3,11,0,66,3,47,0.499999750000125,0
5299,1970,Postgraduate,Partner,69084.0,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,55,2,1586,0.8749998906250137,2
4127,1967,Postgraduate,Partner,77766.0,0,1,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,1,58,2,1529,1.8333330277778286,2
8143,1985,Postgraduate,Single,37929.0,0,0,2013-07-30,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,0,3,11,1,40,1,265,0.57142848979593,1
1964,1951,Undergraduate,Partner,86610.0,0,0,2013-05-09,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,3,11,0,74,1,1603,2.499998750000625,2
3690,1986,Postgraduate,Partner,80141.0,0,0,2013-11-01,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,0,3,11,1,39,1,2091,1.1666664722222546,2
3433,1955,Undergraduate,Partner,72635.0,0,0,2013-03-06,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,70,1,981,1.9999993333335555,2
3389,1970,Undergraduate,Partner,69016.0,0,1,2012-11-22,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,3,11,0,55,2,1533,1.599999680000064,2
4712,1991,Undergraduate,Partner,20193.0,0,0,2012-11-28,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,3,11,0,34,1,82,0.24999993750001562,1
1170,1975,Undergraduate,Partner,27573.0,1,0,2013-03-25,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,3,11,0,50,2,244,0.6249999218750099,1
6347,1979,Basic,Single,15862.0,1,0,2013-06-27,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,46,2,36,0.12499998437500197,1
4065,1976,Postgraduate,Partner,49544.0,1,0,2013-12-02,0,308,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,0,3,11,0,49,2,404,0.7142856122449125,1
8230,1980,Undergraduate,Partner,33228.0,1,0,2014-01-23,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,3,11,0,45,2,71,0.285714244897965,1
1215,1978,Undergraduate,Partner,70440.0,0,0,2013-08-10,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,3,11,0,47,1,1572,1.6666661111112961,2
5939,1971,Undergraduate,Partner,38232.0,1,1,2014-01-17,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,3,11,0,54,3,122,0.599999880000024,0
2156,1955,Postgraduate,Partner,22554.0,1,1,2012-03-11,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,3,11,0,70,3,41,0.399999920000016,1
7788,1983,Postgraduate,Partner,23536.0,1,0,2014-04-06,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,3,11,0,42,2,10,0.0,0
10323,1952,Undergraduate,Partner,49413.0,0,1,2013-10-25,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,3,11,0,73,2,304,0.799999840000032,0
7947,1969,Undergraduate,Partner,42231.0,1,1,2014-03-25,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,3,11,0,56,3,37,0.199999960000008,0
1891,1980,Postgraduate,Single,78789.0,0,0,2012-08-08,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,3,11,1,45,1,1754,1.9999990000005,2
2570,1968,Undergraduate,Partner,56534.0,0,1,2013-07-23,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,3,11,1,57,2,815,1.2499998437500197,1
9256,1971,Undergraduate,Single,58350.0,0,1,2013-04-01,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,3,11,0,54,2,1001,1.3333331111111482,1
295,1989,Undergraduate,Single,81217.0,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,36,1,1157,2.9999970000030003,2
7397,1951,Undergraduate,Single,49090.0,0,1,2013-07-19,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,3,11,0,74,2,688,0.9999998571428775,1
6349,1987,Postgraduate,Single,61787.0,0,0,2013-06-07,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,3,11,0,38,1,1319,1.599999680000064,2
10790,1985,Postgraduate,Partner,18169.0,1,0,2013-02-19,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,3,11,0,40,2,21,0.12499998437500197,1
10398,1981,Undergraduate,Single,24336.0,1,0,2012-08-27,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,3,11,0,44,2,31,0.1428571224489825,0
2431,1990,Undergraduate,Partner,18222.0,0,0,2012-12-31,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,3,11,0,35,1,67,0.24999996875000394,0
550,1952,Undergraduate,Single,62335.0,0,1,2013-05-23,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,3,11,0,73,2,708,1.499999250000375,0
1890,1971,Undergraduate,Partner,42033.0,1,1,2012-09-19,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,3,11,0,54,3,25,0.1428571224489825,0
10742,1983,Postgraduate,Partner,86580.0,0,0,2013-02-27,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,3,11,0,42,1,746,3.9999960000040002,2
10356,1957,Postgraduate,Single,41437.0,1,1,2012-09-22,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,68,3,32,0.1428571224489825,1
4676,1951,Postgraduate,Single,73705.0,0,2,2014-05-03,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,3,11,0,74,3,1695,1.799999640000072,2
8852,1976,Undergraduate,Partner,61064.0,0,1,2012-08-31,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,3,11,0,49,2,1080,1.3333331111111482,2
3565,1955,Postgraduate,Partner,38452.0,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,70,3,72,0.4285713673469475,0
5294,1989,Undergraduate,Single,18358.0,1,0,2013-11-20,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,3,11,0,36,2,57,0.4285713673469475,1
1958,1973,Postgraduate,Partner,55012.0,0,1,2014-03-21,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,3,11,0,52,2,660,1.599999680000064,0
7349,1973,Basic,Partner,9722.0,1,0,2012-02-10,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,3,11,1,52,2,103,0.3749999531250059,1
8799,1984,Postgraduate,Partner,38175.0,1,0,2013-09-23,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,3,11,0,41,2,153,0.4285713673469475,1
1351,1956,Postgraduate,Partner,58656.0,0,1,2012-09-20,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,3,11,0,69,2,1220,1.1666664722222546,2
1045,1965,Undergraduate,Partner,52117.0,0,1,2012-08-16,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,3,11,0,60,2,279,0.7142856122449125,0
7732,1978,Undergraduate,Partner,64813.0,1,0,2014-02-01,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,3,11,0,47,2,745,1.399999720000056,0
8070,1973,Postgraduate,Partner,54222.0,0,1,2014-01-03,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,3,11,0,52,2,264,0.9999996666667778,0
477,1986,Undergraduate,Partner,83512.0,0,0,2014-06-17,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,3,11,1,39,1,2157,3.9999960000040002,2
7832,1959,Postgraduate,Partner,77520.0,0,1,2013-08-28,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,3,11,1,66,2,1526,1.999999500000125,2
2202,1978,Undergraduate,Partner,41154.0,0,1,2013-09-04,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,3,11,0,47,2,69,0.199999960000008,0
7396,1966,Undergraduate,Partner,80398.0,0,0,2012-10-11,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,3,11,0,59,1,1597,1.6666661111112961,2
4055,1992,Basic,Single,18746.0,1,0,2014-05-29,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,3,11,0,33,2,64,0.49999991666668053,1
10340,1984,Undergraduate,Partner,35196.0,1,0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,3,11,0,41,2,497,0.7499999062500118,0
10091,1956,Undergraduate,Single,60230.0,0,1,2013-05-20,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,3,11,0,69,2,1067,1.199999760000048,2
7629,1977,Undergraduate,Partner,22108.0,1,1,2014-08-05,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,3,11,0,48,3,31,0.285714244897965,0
10640,1974,Undergraduate,Partner,44392.0,1,1,2013-05-09,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,3,11,0,51,3,211,0.57142848979593,0
3498,1976,Postgraduate,Partner,55424.0,0,1,2012-11-25,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,3,11,1,49,2,877,1.1666664722222546,1
6742,1979,Undergraduate,Partner,17688.0,1,0,2013-01-13,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,3,11,0,46,2,11,0.12499998437500197,0
1172,1983,Postgraduate,Partner,92491.0,0,0,2013-01-05,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,3,11,1,42,1,2034,2.3333325555558146,2
569,1991,Undergraduate,Single,90273.0,0,0,2013-12-14,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,3,11,1,34,1,1991,2.499998750000625,2
4686,1962,Postgraduate,Single,82571.0,0,0,2014-02-04,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,3,11,0,63,1,1686,2.99999850000075,2
1381,1982,Postgraduate,Single,38513.0,1,0,2014-01-28,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,3,11,1,43,2,324,0.7499999062500118,1
2634,1979,Postgraduate,Single,16653.0,1,0,2014-04-18,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,3,11,1,46,2,69,0.33333327777778704,1
10905,1955,Undergraduate,Partner,42586.0,1,1,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,70,3,252,0.4999999375000079,1
1744,1965,Basic,Single,23529.0,0,1,2013-07-01,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0,60,2,54,0.16666663888889352,0
1000,1961,Postgraduate,Partner,74881.0,1,1,2013-08-03,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,3,11,0,64,3,964,1.799999640000072,2
3828,1951,Undergraduate,Partner,71107.0,0,1,2013-02-17,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,3,11,0,74,2,1327,1.7499995625001092,2
8605,1964,Postgraduate,Partner,46910.0,1,1,2014-03-23,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,61,3,68,0.33333327777778704,1
10304,1959,Undergraduate,Partner,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,66,1,60,0.12499998437500197,0
4351,1955,Undergraduate,Single,37244.0,1,1,2013-04-27,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,3,11,0,70,3,55,0.1428571224489825,0
10129,1966,Undergraduate,Partner,82427.0,0,0,2014-12-03,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,3,11,0,59,1,1456,2.9999970000030003,2
2499,1958,Undergraduate,Single,75342.0,0,1,2013-06-05,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,3,11,0,67,2,563,1.249999687500078,2
10092,1954,Undergraduate,Single,70044.0,0,1,2013-02-18,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,3,11,0,71,2,1504,1.399999720000056,2
7500,1967,Undergraduate,Single,79146.0,1,1,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0,58,3,564,1.3333331111111482,1
5796,1963,Undergraduate,Partner,77437.0,0,0,2013-11-26,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,3,11,0,62,1,1125,3.9999960000040002,2
10556,1959,Undergraduate,Partner,54984.0,0,1,2014-05-24,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,3,11,0,66,2,358,0.857142734693895,0
1064,1971,Postgraduate,Partner,42403.0,1,0,2013-11-12,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,3,11,0,54,2,42,0.12499998437500197,1
48,1964,Undergraduate,Partner,55761.0,0,1,2014-04-24,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,3,11,0,61,2,184,0.6666665555555741,0
7610,1983,Undergraduate,Partner,37292.0,1,0,2013-04-18,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,3,11,0,42,2,460,0.7499999062500118,1
263,1945,Postgraduate,Single,45576.0,0,0,2014-05-28,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,3,11,1,80,1,145,0.3749999531250059,1
10814,1947,Undergraduate,Partner,70321.0,0,0,2013-01-16,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,3,11,1,78,1,1376,1.4999996250000938,2
9710,1969,Postgraduate,Single,58086.0,0,1,2013-01-20,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,3,11,0,56,2,792,1.3749998281250215,0
9292,1952,Undergraduate,Partner,81795.0,0,0,2012-10-26,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,3,11,0,73,1,1382,1.9999990000005,2
10250,1947,Basic,Partner,28389.0,0,0,2012-11-20,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,3,11,0,78,1,28,0.1428571224489825,1
7881,1946,Postgraduate,Partner,66835.0,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,3,11,0,79,1,1033,2.99999850000075,2
5847,1969,Undergraduate,Single,69901.0,0,1,2013-05-29,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,3,11,0,56,2,882,1.399999720000056,2
737,1949,Postgraduate,Partner,80360.0,0,0,2013-03-03,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,3,11,0,76,1,2231,1.9999990000005,2
3571,1961,Postgraduate,Partner,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,3,11,1,64,2,1101,1.3333331111111482,2
7807,1974,Undergraduate,Partner,44989.0,0,1,2012-12-09,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,51,2,369,0.8333331944444675,1
3878,1980,Undergraduate,Single,31859.0,1,0,2014-02-27,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,45,2,48,0.1428571224489825,1
5092,1949,Postgraduate,Single,51569.0,0,1,2013-12-02,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,3,11,1,76,2,467,0.8749998906250137,1
2154,1971,Undergraduate,Single,30372.0,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,3,11,0,54,3,44,0.285714244897965,1
5394,1979,Basic,Single,16014.0,1,1,2013-03-17,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,3,11,0,46,3,38,0.33333322222225925,1
3798,1968,Undergraduate,Partner,41120.0,1,1,2013-06-11,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,3,11,0,57,3,81,0.33333327777778704,0
3524,1971,Postgraduate,Single,39763.0,1,0,2013-04-08,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,3,11,1,54,2,167,0.5555554938271674,1
5247,1955,Postgraduate,Partner,38725.0,1,1,2014-10-05,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,3,11,0,70,3,45,0.24999993750001562,0
5883,1972,Undergraduate,Partner,77981.0,1,0,2013-05-26,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,3,11,0,53,2,664,1.399999720000056,2
2118,1964,Undergraduate,Partner,62905.0,0,1,2013-10-09,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,3,11,0,61,2,622,1.7499995625001092,0
8812,1979,Undergraduate,Single,13533.0,1,0,2013-10-03,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0,46,2,48,0.285714244897965,1
6616,1975,Undergraduate,Partner,59481.0,0,1,2013-10-23,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,3,11,0,50,2,461,1.499999250000375,1
2797,1977,Undergraduate,Partner,72117.0,0,1,2013-08-20,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,3,11,0,48,2,1073,1.799999640000072,2
4328,1986,Undergraduate,Partner,21955.0,1,0,2013-07-09,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,3,11,0,39,2,55,0.33333327777778704,0
9167,1956,Undergraduate,Partner,67131.0,0,1,2013-03-26,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,3,11,0,69,2,976,1.4999997500000417,2
10560,1980,Postgraduate,Single,36802.0,1,0,2014-06-16,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,3,11,0,45,2,20,0.199999960000008,1
2631,1982,Undergraduate,Partner,71853.0,0,0,2013-08-05,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,43,1,1149,1.9999980000020001,2
8312,1961,Basic,Partner,28249.0,0,0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0,64,1,43,0.33333327777778704,0
5534,1975,Postgraduate,Partner,47808.0,0,1,2013-10-20,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,3,11,0,50,2,224,0.4285713673469475,1
5093,1974,Postgraduate,Single,25509.0,1,0,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,3,11,1,51,2,101,0.33333329629630043,1
7592,1946,Postgraduate,Partner,51012.0,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,3,11,0,79,1,209,0.6666665555555741,0
8895,1985,Undergraduate,Single,70596.0,0,0,2012-05-10,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,40,1,968,1.499999250000375,2
8584,1952,Postgraduate,Partner,85431.0,0,0,2013-08-06,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,3,11,0,73,1,1165,2000000.0,2
